index_l,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10,AE_11,AE_12,AE_13,AE_14,AE_15,AE_16,AE_17,AE_18,AE_19,AE_20,AE_21,AE_22,AE_23,AE_24,AE_25,AE_26,AE_27,AE_28,AE_29,AE_30,AE_31,AE_32,AE_33,AE_34,AE_35,AE_36,AE_37,AE_38,AE_39,AE_40,AE_41,AE_42,AE_43,AE_44,AE_45,AE_46,AE_47,AE_48,AE_49,AE_50,AE_51,AE_52,AE_53,AE_54,AE_55,AE_56,AE_57,AE_58,AE_59,AE_60,AE_61,AE_62,AE_63,AE_64,AE_65,AE_66,AE_67,AE_68,AE_69,AE_70,AE_71,AE_72,AE_73,AE_74,AE_75,AE_76,AE_77,AE_78,AE_79,AE_80,AE_81,AE_82,AE_83,AE_84,AE_85,AE_86,AE_87,AE_88,AE_89,AE_90,AE_91,AE_92,AE_93,AE_94,AE_95,AE_96,AE_97,AE_98,AE_99,AE_100,AE_101,AE_102,AE_103,AE_104,AE_105,AE_106,AE_107,AE_108,AE_109,AE_110,AE_111,AE_112,AE_113,AE_114,AE_115,AE_116,AE_117,AE_118,AE_119,AE_120,AE_121,AE_122,AE_123,AE_124,AE_125,AE_126,AE_127,AE_128,AE_129,AE_130,AE_131,AE_132,AE_133,AE_134,AE_135,AE_136,AE_137,AE_138,AE_139,AE_140,AE_141,AE_142,AE_143,AE_144,AE_145,AE_146,AE_147,AE_148,AE_149,AE_150,AE_151
183,french (classic),french (classic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,french (new),french (new),french (new),french (new),french (new),french (new),french (new),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,french (new),french (new),french (new),french (new),french (new),french (new),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,seafood,seafood,seafood,seafood,seafood,seafood,seafood,seafood,seafood,seafood,seafood,seafood,seafood,seafood,seafood,seafood,seafood,seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,american (new),american (new),american (new),american (new),american (new),american (new),american (new),american (new),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,american (new),american (new),american (new),american (new),american (new),american (new),american (new),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,french bistro,french bistro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,american (new),american (new),american (new),american (new),american (new),american (new),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,french (new),french (new),french (new),french (new),french (new),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,french bistro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,thai,thai,thai,thai,thai,thai,thai,thai,thai,thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,french (new),french (new),french (new),french (new),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,french,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,french (new),french (new),french (new),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,japanese,japanese,japanese,japanese,japanese,japanese,japanese,japanese,japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,american (new),american (new),american (new),american (new),american (new),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,californian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,french (new),french (new),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
